sentence|category
There's a student who wants to see you guys.|2
We have a very famous Jew as a guest.|2
I may be a robot, but I have a soul just like you.|2
Knights in the Middle Ages wore chain mail and a suit of armour.|2
A Radler is a great thirst extinguisher.|1
A horse runs quickly.|1
A simply and clearly written original makes translators happy.|2
A feature of this new car is that if a drunk person is driving, the engine won't start.|2
A man can receive only what is given to him from heaven.|2
A mathematician wouldn't say such a thing.|1
A man can be happy with any woman as long as he doesn't love her.|2
A man I didn't know was walking back and forth in front of my house.|2
One day, I dreamt I was a squirrel, and woke up totally confused.|2
Mahatma Gandhi once told me: Live as if you were to die tomorrow. Learn as if you were to live forever.|3
There's always a first time for everything.|1
Once a teacher, always a teacher.|1
A girl stood there crying.|1
A girl drowned in the pond yesterday.|1
It started to rain a little.|1
A slower tempo would be better.|1
An artist must have an eye for colour.|1
A critic is a hen who cackles when another lays an egg.|2
The income from this source is tax-free.|1
A knot is one nautical mile per hour.|1
A little black dog is crossing the road.|1
A small spark often ignites a big flame.|1
It's a child that is eating meat.|1
A camel is, so to speak, a ship on the desert.|2
A cold wind blew in.|1
A young man is singing before the door.|1
A boy asked Mary to dance.|1
A year is such a long time.|1
A number of us don't know what to do.|2
Some of them have trouble hearing.|1
Some of them have problems with their hearing.|1
Some of you may lose your jobs.|1
Some of the book's pages have printing errors.|1
Some of the book's pages have misprints.|1
There are a few pages missing from the book.|2
Some people don't act their age.|1
Some people sleep for only six hours or even less and yet they nevertheless feel fine.|2
Some songs come from Scotland.|1
Some of these eggs are rotten.|1
Some of these eggs aren't fresh.|1
Some of the students were late for school.|1
A few of the passengers were seriously injured.|1
Some of the men were sitting on the floor.|2
Some of the books that he has are English novels.|2
Some of the apples turned rotten on the tree.|2
A dog is faithful.|1
A dog has followed me home.|1
A dog followed me home.|1
One hundred, two hundred, three hundred, four hundred, five hundred, six hundred, seven hundred, eight hundred, nine hundred, one thousand.|2
A beautiful sunset, isn't it?|1
A Mr Jones has come to see you.|1
A Mr Jones came while you were out.|1
A house without women is lonely.|1
A good conversation is like music: it reverberates in our soul.|2
Brazil provides a large part of our coffee.|1
A GM does not play looking for combinations, but with a view to creating conditions for them to appear.|2
You don't even have money.|1
A burnt child dreads fire.|1
A coward dies a thousand deaths, a hero dies but one.|2
A wasp stung him and he had an allergic reaction.|2
A fortune teller told me that I'd meet my future wife in Boston.|2
A day return to Brighton, please.|1
One day, this sentence will help someone on their language-learning journey.|2
You will know the truth some day.|1
I will come to your country some day.|1
Someday I'll buy a cotton candy machine.|1
Such a bad custom should be done away with.|2
There's no such city.|1
There's one right behind you!|1
A fuse has blown.|1
We have a very famous Jew as a guest.|2
A spell of fine weather enabled us to get the harvest in safely.|2
I've wanted to tell you this for a long time: Your cynical jokes are unbearable.|2
A new study shows that bisexual people really do exist. And water really is wet.|2
People came to see the strange animal in the zoo, one after another.|2
One of the men was holding a revolver.|1
One of the boys suddenly ran away.|1
One of the boys who died was named Tom.|2
One of the most widespread errors in translating is to translate too literally – word by word.|2
PTSD can steal your life.|1
One of the female police officers was holding the baby.|2
I wouldn't want to marry someone who's lazy.|1
There's no such place.|1
One more step and you're dead.|1
Let a sleeping dog lie.|1
There is no plan B yet.|1
Kissing a man without a mustache is like eating eggs without salt.|2
Every man shall kiss his lips that giveth a right answer.|2
A combination of sixty hours of work and forty hours of class is stressful for anyone.|2
One of my grandmothers is Jewish, and the other's an antisemite.|2
A Malian woman gave birth to nine babies.|1
A linguistics student swallowed her own tongue after attempting the legendary glottal approximant.|2
A wolf doesn't bite a wolf.|1
A small cup of coffee costs €2.|1
One box is still missing.|1
A catastrophe has been averted.|1
One word is sometimes enough.|1
A party of scientists were on board with them.|2
An egotist is a person of low taste, more interested in himself than in me.|2
A cracked bell has a bad sound.|1
A society without religion is like a ship without a compass.|2
A birthday cake with twelve candles on top.|1
A woman that got infected back in April got reinfected four months later.|2
A woman who marries a king becomes a queen, but a man who marries a queen does not become a king.|3
A woman whose husband is dead is called a widow.|2
While it takes one woman nine months to make one baby, nine women can't make a baby in one month.|2
I have one more question.|1
Miscarriage is a heart-breaking experience.|1
A return to York, please.|1
It sucks having a cold.|1
A single to Newcastle, please.|1
One of the rarest abilities is the ability to recognise talent.|2
One of the functions of the genitive case in Russian is to denote possession.|2
A better world for women is a better world for everyone.|2
A better world for women is a better world for all.|2
A study published Wednesday shows nearly all the world’s glaciers have been melting at an accelerated pace in recent years, accounting for rises in sea level over the last two decades.|3
A diplomat is a person who openly expresses what they don't think.|2
A service provider tenders its services to firms.|1
A service provider offers its services to businesses.|1
A dolphin is no more a fish than a dog is.|2
A dolphinarium is an aquarium for dolphins.|1
A bypass allows more blood to flow to the heart.|2
There was a bus blocking the road.|1
A boxer and an actor are coming toward us.|2
A peasant like me surely would be lost in a city so big.|2
A car stopped outside the main entrance.|1
There was a murmur of excitement from the crowd.|2
Children are a poor man's riches.|1
An apple fell off the tree.|1
An anonymous benefactor bequeathed several hundred thousand dollars to an animal shelter.|2
Jealousy is, to me, the most ignoble human feeling there is.|2
Squirrels like to eat nuts.|1
Honesty pays.|1
Honesty is the first chapter of the book of wisdom.|2
Honesty is the first chapter in the book of wisdom.|2
The truth is that my French isn't very good.|2
Frankly speaking, I don't think you have what it takes to become a teacher.|2
Honestly, it's no help.|1
Honestly, I would rather be wrong.|1
Honestly, I'd rather be wrong.|1
To be honest, I'm afraid of Tom.|1
Before moving to Boston, we lived in Chicago for three years.|2
No matter how hard the training was, she never cried.|2
No matter which musical instrument you want to learn to play, the most important thing is not to make any mistakes from the beginning on, because mistakes are always imprinted on your mind more easily than everything you do right.|3
Whatever he told you, it's not true.|1
No matter what you say, I am convinced that I am right.|2
No matter if black, brown, yellow or normal, all people should have the same rights.|2
Whether you drive quickly or slowly, drive carefully.|1
I don't mind! I like them both.|1
Either one! They're both fine.|1
It was because I loved her that I wanted to marry her.|2
It's because I loved her that I didn't marry her.|2
That's why your name isn't on my list.|1
That's why your name is last on my list.|2
It’s why we’ve launched a movement of women and men to fight campus sexual assault—because it’s on all of us to stop it.|3
That's what we were striving for.|1
That's what we're striving to do here.|1
You're aiming too low to hit the target.|1
You'd like Tom.|1
You live too far away.|1
You'll get his letter soon.|1
You're blushing like a schoolgirl.|1
You will not be punished for your anger, you will be punished by your anger.|2
I'll miss you too.|1
You're not going to find me.|1
You won't even know I'm there.|1
You will die in three days.|1
You will try it, won't you?|1
You'll understand sooner or later.|1
You'll have to wait a while.|1
You'll get lost.|1
You will be in time for the train if you start at once.|2
You'll regret this someday.|1
You're obviously dying to tell me.|1
You know Tom likes Mary.|1
You know it doesn't matter.|1
You know something, don't you?|1
You know it better than anyone else.|1
You know a great deal about me, but I don't know anything about you.|2
You know I would never hurt you.|1
You always were good at learning new songs.|1
You always were one of my best students.|1
You were in a coma.|1
You were one of my best students.|1
You never understand anything.|1
You ask me to do the impossible.|1
You're always forgetting your money.|1
You spend more time on Tatoeba than you do with me!|2
You and Tom are made for each other.|1
You ask Tom a lot of questions.|1
You're in over your head.|1
You're speaking too quietly for me to hear what you're saying.|2
I'm sure you speak French worse than Tom does.|2
You care too much about what other people think.|2
You should probably tell Tom where to put the tools.|2
You should wait until you feel better.|1
You shouldn't lend Tom any money.|1
You should have Tom arrested.|1
You should be proud of what you've accomplished.|1
You should hold your tongue while someone else is talking.|2
You should take swimming lessons.|1
Do not read books in such a dim room.|2
You might not want to park too close to Tom's car.|2
You should take my advice.|1
You had better go.|1
You should be a teacher.|1
You shouldn't talk about Jack behind his back.|1
You shouldn't blame him for being late.|1
You should have one of us do it.|1
You should eat a little.|1
You ought to write a book.|1
You ought to know better than to go to such a dangerous place.|2
You were supposed to be helping Tom, you know.|2
You shouldn't go there by yourself.|1
You should take a day off.|1
You should grow facial hair.|1
You should leave out these two lines.|1
You shouldn't show off your sins.|1
You should be happy for them.|1
You should thank Tom the next time you see him.|2
You should exert yourself to get better results.|1
You should change your password.|1
You should consider the problem before coming to a decision.|2
You must not make noises in the classroom.|1
You look like a pirate.|1
You look like a pirate.|1
You don't look sick.|1
You seem tired. You should go to bed.|1
You look different today.|1
You seem disappointed.|1
You look worried.|1
You really seem to dislike spinach.|1
You're always watching TV.|1
You don't look so bad yourself.|1
You said you had important news.|1
You said that Tom wasn't hungry.|1
You say that you want to study well, but don't actually work when it comes to doing the homework. Do you think that that's okay?|3
You smell like smoke.|1
Do you mind if we ask you a few questions? Ask away.|2
Do you mind if we ask you a few questions? Ask away.|2
You talk in your sleep.|1
You don't speak a lot.|1
He made sure that he was ready for the exam by studying every day.|2
Coughs and sneezes spread diseases.|1
I've learnt nothing new from the course.|1
I learnt nothing new from that course.|1
This job carries me all over the world.|1
I learned a lot by talking to Tom.|1
We saved a lot of time by going down Park Street.|2
You are opening the window.|1
You take this one.|1
You should know: Tom's a talkative fella.|1
You've got to write something.|1
You must write something.|1
You have to write something.|1
You do have to come along!|1
It is necessary for you to stop smoking.|1
You need to act immediately; later will be too late.|2
It is necessary for you to start at once.|2
You need to find her.|1
You need to stay calm.|1
All you have to do is wash the dishes.|2
You don't need to know everything.|1
You have to listen to me.|1
I need you to drive me to the station.|2
You need not telephone me.|1
It is about time you went to school.|1
You need to teach her a lesson!|1
You need to buy him some new clothes.|1
You have to speak French here.|1
You should sit up straight.|1
You have to get enough sleep.|1
You don't have to say anything if you don't feel like it.|2
I need you to do a couple of things for me.|2
You need to keep trying until you get it right.|2
Like it or not, you have to do that right away.|2
You have to speak English.|1
You must have made a mistake.|1
You have to find something you enjoy doing.|1
You need to make a list.|1
You must get the job done before the deadline.|2
You must follow the rules.|1
You need to finish your homework.|1
You need to do better than that.|1
You don't have to apologize.|1
You must express yourself with your heart.|1
You need to find the lowest common denominator.|1
You have to unmute your microphone.|1
You must take your coat in case it should become cold.|2
You have to read this.|1
You need to think about it.|1
You need to get over it.|1
You may not be right.|1
You don't like chocolate, do you?|1
The girl is two years old, believe it or not.|2
You're making a terrible mistake.|1
You love this car, don't you?|1
You really live in your own little world.|1
You might at least say thank you.|1
You knew how to count to ten when you were two years old.|2
You could do that.|1
You don't know me and I don't know you, either.|2
You really know your stuff, Tom.|1
You can count yourself lucky!|1
You're free to use this room.|1
Feel free to speak German.|1
You can't pretend that it didn't happen.|1
You cannot take back what you have said.|1
You can't really expect Tom to change.|1
You can't disappear like that.|1
You can't just waltz into my life and start telling me what to do.|2
You can come with me.|1
You can't force me to do anything I don't want to do.|2
Nothing you do will keep me from doing that.|2
You can use my desk if you want.|1
You may come in now.|1
You can hire a bicycle by the hour at this shop.|2
You cannot compare him to Tom.|1
You're welcome to move back to Boston.|1
You're welcome to visit at any time.|1
If you want to stay, you may.|1
You may as well start at once.|1
You are free to say what you think.|1
You can't please everyone.|1
You can't apply this theory to this case.|1
You can rely on her.|1
You can turn the radio off now.|1
You can turn off the radio now.|1
You can do this, too, if you try.|1
You can bank on that.|1
You're wrong. Tom plays the clarinet, not the saxophone.|2
You're mistaken. Tom plays the clarinet, not the saxophone.|2
You're not listening.|1
You sound like my ex.|1
You sound like my ex.|1
You sound just like him.|1
You should've seen the look on Tom's face when he found out.|2
You should have asked her for help.|1
You should've never come here.|1
You did not need to come so early.|1
You shouldn't have been so mean to Tom.|1
You didn't have to come so early.|1
You would not have needed to take a taxi.|2
You should've started with simpler questions.|1
You should have told me the truth.|1
You should've called me last night.|1
You should have paid more attention in class.|1
You should have paid more attention in physics class.|2
You should've been here.|1
You should have come yesterday.|1
You should've written it down.|1
You shouldn't have paid the bill.|1
You had better see the cloth with your own eyes.|2
You never should've left your husband.|1
You could've won the race if you'd run just a little bit faster.|2
You should have seen the picture.|1
You should have paid attention to her warning.|1
It would seem that you were right.|1
It looks like you had a tough day.|1
You made a wise choice.|1
You have a lot to lose.|1
You tried to stay calm.|1
You tried staying calm.|1
You probably don't have as much time as I do.|2
You forgot to thank Tom for the present, didn't you?|2
You still haven't found Tom, have you?|1
Your skin is so soft.|1
You have such a nice smile.|1
You have a sense of humor.|1
You've found them.|1
You have six unread messages.|1
You have beautiful brown eyes.|1
You've been in a good mood all morning.|1
You haven't seen anything yet.|1
You don't have enough experience.|1
You never trusted me.|1
You didn't tell me Tom speaks French.|1
You didn't tell me everything.|1
You saved my hide.|1
You were drinking milk.|1
You saved me.|1
You've asked me.|1
You asked me.|1
It's not right for you to do something bad just because someone else has done something bad.|2
You don't have a chance.|1
You've won her heart.|1
You broke her heart.|1
You've got ants in your pants.|1
You were lucky that you only broke an arm.|2
You said you'd be here by 2:30.|1
You've just made a big mistake.|1
You made it happen.|1
You've probably forgotten about it already.|1
You have a flat tire.|1
You've got a coffee stain on your tie.|1
There's a coffee stain on your tie.|1
You have a good plan.|1
You have an alternative.|1
You've got three kids.|1
You've got three children.|1
You have three kids.|1
You have three children.|1
You've taken a long time eating lunch.|1
You've passed the exam.|1
You're not lost.|1
You've barely moved all day.|1
You lost count, didn't you?|1
You've flooded the engine.|1
You have not eaten the cake yet.|1
You oversalted the borscht again.|1
You're out of touch with reality.|1
You have forgotten your change.|1
I think you've made your point.|1
You missed the meeting.|1
You left the light on.|1
You have too many books on that shelf.|1
You complicated things.|1
Your profile picture is beautiful, Sami.|1
You're holding it, aren't you?|1
So, you believe me after all.|1
You don't actually believe that story?|1
You don't go to school on Sunday, do you?|2
You had better not go after dark.|1
You add short examples.|1
You party too hard.|1
We miss you, old friend.|1
You'll never catch me!|1
You think I'm lying, don't you?|1
You may not come in.|1
You mustn't park here.|1
Feel free to say no.|1
You can't leave until we say you can leave.|2
You may do that if you'd like to.|1
You don't need to be afraid of anybody.|1
You don't have to work so hard.|1
You don't need to stand up.|1
You need more toys.|1
You don't need to be afraid of anybody.|1
You don't have to talk about it if you don't want to.|2
You're too young to watch this movie.|1
You don't look like you're from around here.|1
You're our last hope.|1
You're Czech, aren't you?|1
You're Czech, aren't you?|1
You're such a mama's boy.|1
You're such a coward.|1
You're very lazy.|1
You're very attentive.|1
You're a professor, aren't you?|1
You're undoubtedly the best player on the team.|1
Without a doubt, you're the best player on the team.|2
You're undoubtedly the best player on the team.|1
Without a doubt, you're the best player on the team.|2
You are only a common mortal, who will have to die one day, and you cannot stay here any longer.|2
You're still a student, aren't you?|1
You didn't die in vain.|1
You're not as poor as me.|1
You're not as poor as I am.|1
You aren't as poor as me.|1
You aren't as poor as I am.|1
You are no son of mine.|1
You're not my husband.|1
You're in no danger.|1
You're not happy, are you?|1
You went too far in your joke.|1
You're in my way!|1
You're my woman.|1
You are my girlfriend.|1
You are not a penguin.|1
You're not a morning person, I understand.|1
You're not a morning person, I understand.|1
You're not a morning person, I understand.|1
You're not a monster.|1
You aren't a monster.|1
You're young; you can't retire.|1
You haven't been yourself recently. Is something wrong?|1
You're in Europe!|1
You've got a crush on this girl. No, I don't!|2
You're busy all the time.|1
You're always sleeping.|1
You are on the wrong train.|1
You're safe and sound. That's the important thing.|1
You sure do lie a lot.|1
You're five years old.|1
You are five years old.|1
You're an overly optimistic girl.|1
You are a great person.|1
You're a student.|1
You are a singer.|1
You're a useless man.|1
You are a musical genius.|1
You're a good person.|1
You're a good deal older than Tom.|1
You're a coward.|1
You're one of the few people who know where Tom is.|2
You are a mean person.|1
You're one of the few people who know where Tom is.|2
You're a right little rascal!|1
It's your turn to sing.|1
You're friends with Tom, aren't you? Yeah. What's he like?|2
You must be a fool.|1
You're my world.|1
You're the only one I can be myself with.|2
You're the only one I can be myself with.|2
You're the only one I can be myself with.|2
You're the only one I can be myself with.|2
You're the only thing I need.|1
You're the best squirrel in the whole world!|1
You're no saint, either.|1
You're no saint, either.|1
You are also a beautiful blonde.|1
You walked past me without noticing me.|1
You are tallest.|1
You are old enough to take care of yourself.|2
You're a useless husband.|1
You're three inches taller than I am.|1
You are falsely accusing me.|1
You decide to stay an extra hour.|1
You're acting like a child.|1
You accept me for who I am.|1
Just keep your fingers crossed.|1
Please squeeze my fingers.|1
Be more specific.|1
Dr. Seuss didn't have a doctorate.|1
Drugs cost money. Being weird is free.|1
Dr. Jackson is very patient.|1
Dr. Jackson has a lot of patience.|1
Dresden was known as Florence on the Elbe.|1
Thirteen Americans were killed.|1
They got married three months later.|1
Three times three is nine.|1
Three lions have escaped from the zoo.|1
Three boys climbed the trees like a bunch of monkeys.|2
Are you freaking out?|1
Please turn around and look at me.|1
It was bitterly cold outside.|1
A terrible storm is raging outside.|1
Outside, there's a long line to get in.|1
Outside, there's a long line of people waiting to get in.|2
It's raining cats and dogs outside.|1
That's where I'll be.|1
There weren't many people there.|1
There were few people there.|1
There were only a few people there.|1
You can get there only by sea.|1
It can be reached only by sea.|1
Tom lived there.|1
Dinosaurs ruled Earth.|1
Dinosaurs ruled Earth.|1
The twins are indistinguishable from each other.|1
The twins do resemble each other.|1
The onions have already sprouted.|1
The two ladies smiled at each other.|1
The tongue is the midwife of all disasters.|1
The future of mankind rests in your hands.|1
The trains run less often at night.|1
The trains run less frequently at night.|1
The ceremony was very impressive.|1
Only time will tell if Tom was right.|1
Time passes quickly when you're enjoying yourself.|1
The newspaper hasn't published his article yet.|1
The time-bomb exploded with a loud noise.|1
The tooth fairy took my tooth and left me 2 dollars. I'm going to spend it all on candy.|2
The teeth of that fish are razor-sharp.|1
They were going to kill her.|1
Woolly mammoths once roamed the Earth.|1
The flats were built by the city council.|1
The scientists gathered data.|1
Scientists have not found a method yet to cure cancer.|2
The effects of the medicine were wearing off.|1
The world economy is in recession now.|1
The world is full of people who preach water and drink wine.|2
Wisdom is only found in truth.|1
As their conversation was in French, I could not understand a word.|2
They went ice-skating together.|1
The walls are thin and the beds are quite squeaky.|2
The truth will eventually be known.|1
The truth finally came out at his trial.|1
The real heroes are us.|1
The default color of the desktop's background is blue.|2
My teacher's instructions are always to the point.|1
The conversation started with friendly banter but ended in bruises.|2
The University of Beijing is one of the most famous universities in China.|2
The University of Beijing is one of China's most famous universities.|2
The university graduated 500 students last year.|1
The university administration lowered tuition.|1
The university has a cafeteria.|1
The Hungarian chess player Judit Polgár is considered to be the best female player in chess history. Her two sisters Zsófia and Zsuzsa are also very gifted players.|3
The watch is manufactured in Switzerland.|1
The watch is slow.|1
The clock on the wall has quit working.|1
The translation of the title in French is ridiculous.|2
The flood was the greatest disaster they had ever had.|2
The survivors were marched in captivity.|1
Those guys over there sell shoes.|1
The door will be open.|1
This door will not open.|1
The door wasn't completely closed.|1
The door closes automatically.|1
The door is already unlocked.|1
The door closed slowly.|1
The door opens inward.|1
The doors open automatically.|1
The Technische Universität has many different disciplines and research areas.|2
The Tuaregs have great respect for camels.|1
The tourists drove past blooming fruit trees.|1
Rigor mortis has already set in.|1
The restrooms are on the left.|1
Their daughter disappeared seven years ago.|1
His daughter disappeared seven years ago.|1
Her daughter disappeared seven years ago.|1
The daughter burst into tears.|1
The animals are well cared for.|1
Tibetan rug weavers use traditional designs and knotting. Hence their rugs have a simple, natural look.|2
The terrorists swore vengeance on that country.|1
Attendance is strictly required.|1
The teapot broke.|1
The real number is close to double that.|1
The cup was empty.|1
The cup is black and white.|1
The handkerchiefs are in the drawer.|1
Days are starting to get shorter again.|1
Days are beginning to get shorter again.|1
These were indeed glad tidings of great joy.|1
These were the best years of my life.|1
The sweet treats are selling well.|1
The sushi at this shop tastes good.|1
The soup is still hot.|1
The soup is hot.|1
“Yandex” search engine started supporting Tatar language too.|1
The study made it clear that smoking ruins our health.|2
The stray cat ate from Tom's hand.|1
Crime in the streets is increasing.|1
The street is still wet.|1
The road of excess leads to the palace of wisdom.|2
The road is under construction.|1
The rays of the morning sun spark the fire of my soul.|2
The stars inspire me.|1
The city has a comprehensive network of trams.|1
The city has a comprehensive network of trams.|1
The town developed into the center of the economy.|2
The city is very close. You can get there by bike.|2
The town has changed a lot since then.|1
The city has a comprehensive network of trams.|1
The city has a comprehensive network of trams.|1
The government’s coffers are empty.|1
These are the rules.|1
I really like the language I'm learning.|1
The players need to take turns throwing a die.|2
The sun was hidden by thick clouds.|1
The sun's shining really brightly.|1
The sun is shining very brightly.|1
The sun is shining brightly.|1
The sun is a star.|1
The Sun is a furry. Did you know that?|2
The Sun—in fact, our whole solar system—orbits around the center of the Milky Way Galaxy.|2
The sun has bronzed her skin.|1
The sun rises every day.|1
The sun rises in the east.|1
The probe is equipped with a microphone.|1
The soldiers were brave.|1
The soldiers were filthy, and they stank.|1
The soldiers were marching with their swords shining.|1
This one? No, that one!|1
This time, you've crossed the line!|1
This time, you've crossed the line!|1
This might be our last voyage.|1
This doesn't burn.|1
The meeting ended up being futile and unproductive.|1
The meeting finished thirty minutes ago.|1
This is a very old game and its graphics have aged quite a bit.|2
This is a time of year when people get together with family and friends to observe Passover and to celebrate Easter.|3
This is a very large city.|1
This is worth one million yen.|1
This is a vital decision for the future of our country.|2
This is the coffee.|1
This is the result of serious and determined work.|2
This is the office in which he works.|1
They're both in love with the same guy.|1
The winners of the Eurovision Song Contest sang in their native language.|2
This toothbrush is too soft.|1
Those words are mere diplomatic niceties.|1
These grapes are too sour to eat.|1
These grapes don't taste good.|1
This watch is expensive.|1
This door can only be unlocked from the inside.|2
The only way to unlock the door is to open it from the inside.|2
This door can only be unlocked from the inside.|2
The only way to unlock the door is to open it from the inside.|2
Those grapes look sweet, but in fact they're sour.|2
This tour takes in each of the five main islands.|2
That stuff is poisonous.|1
This word has a double meaning.|1
This word has two meanings.|1
This dictionary, of which the third volume is missing, cost me a hundred dollars.|2
The water is not fit to drink.|1
This soup tastes of garlic.|1
This soup tastes good.|1
Those students understand quickly.|1
This road will lead you to the airport.|1
This road leads to the airport.|1
This road goes to the city.|1
This gate needs painting.|1
These pencils are the same color.|1
That topic is too intimate to share with casual acquaintances.|2
This semester I failed two students for plagiarism.|1
This castle is very old.|1
This sentence's preantepenultimate word is “preantepenultimate”.|1
This radio is out of order.|1
This puzzle has 500 pieces.|1
This product is already sold out.|1
The problem is difficult to solve.|1
This problem is very complicated.|1
This problem is really complicated.|1
I've lost a lot of sleep thinking about this problem.|2
This paper is rough.|1
This software is not useful; delete it.|1
This music is very difficult to sight read.|1
This knife doesn't cut well.|1
This time is no different.|1
This meal is adequate for three.|1
This song's in the key of G.|1
This kitten wants to sleep.|1
This year will be even tougher than last.|1
This year will be even tougher than last.|1
These seats are reserved for old and sick people.|2
That custom is quite foreign to the Japanese.|1
This wooden piece of furniture is too bulky.|1
This house is too small to live in.|1
This house is beautiful.|1
This house is not very large.|1
This mobile uses the latest technology.|1
This store opens at eight.|1
This money is just to help you get by.|2
This area suffers from a shortage of water.|1
This building is huge.|1
This building is near completion.|1
This building has a green roof.|1
This window won't let me close it.|1
This window doesn't want to close.|1
This bicycle was very expensive.|1
I'll give you this bicycle as a birthday present.|2
This bicycle has been left here since the beginning of this month.|2
This food smells rotten.|1
This meal is enough for three people.|1
That program is broadcast every other week.|1
This rare brain-eating amoeba travels up the nose to the brain and starts eating it.|2
This rare stamp is hard to come by.|1
This page was intentionally left blank.|1
This ice is going to crack.|1
You really should try this ice cream.|1
This egg smells bad.|1
This writer is Canadian.|1
This turtle is really old.|1
This book sells well.|1
That book is not available for purchase.|1
This book isn't as interesting as that book.|1
This book is hers.|1
This book has many beautiful pictures.|1
This book has helped many people lose weight.|1
I really liked reading this book.|1
This book deals with facts.|1
This book is mine, not Tom's.|1
This book is hers.|1
That blue dress suits you very well.|1
This blue thing isn't yellow.|1
The lack of harmony between colors makes this painting stand out.|2
This painting is really very nice.|1
This bed is very soft.|1
This car runs on natural gas.|1
This is a limited-time offer.|1
These clothes don't fit me.|1
That train doesn't stop here.|1
This train doesn't stop where we live.|1
That train doesn't stop where we live.|1
This train is going to Tokyo.|1
This wine is very expensive.|1
This holiday isn't much fun - we might as well head back home.|2
This table has a smooth surface.|1
This vicious circle must be broken.|1
This tea tastes nice.|1
This tea's got a nice taste.|1
This tea has a pleasant taste.|1
This chair is very comfortable.|1
This cloth has the special ability to be invisible to the stupid and the inept.|2
This vacuum sucks.|1
This writer spent several years in the field with the troops.|2
This writer is Canadian.|1
These are unisex pyjamas.|1
This peeler is easy to hold and slices well.|2
This sentence will never be translated.|1
This sentence will have to be deleted.|1
This sentence is ungrammatical.|1
This sentence is ungrammatical.|1
This sentence is very interesting.|1
This sentence hasn't yet been translated.|1
That phrase is absolutely untranslatable into Toki Pona. A caveman would have no idea what it means.|2
This sentence is written in German.|1
This sentence rhymes, I do this all the time.|2
This sentence doesn't exist yet on tatoeba.org.|1
This sentence shall not be translated.|1
This juice is sour.|1
This bag is too heavy.|1
This novel is interesting enough.|1
That politician has been trafficking in drugs for years.|2
The plan is well worth trying.|1
The plan should be carried through.|1
That patient may die at any time.|1
This garbage really stinks.|1
This butcher has the best meat.|1
This man is Pedro.|1
That man is in a panic.|1
This noise is unbearable.|1
That store is exceptionally expensive.|1
That kiss was amazing.|1
This little guy is Tom.|1
This little fellow is Tom.|1
This potato salad contains oil and mayonnaise.|1
This boy is my brother.|1
That boy showed no fear.|1
This huge amount of short sentences is of little use.|2
This dog is a mix between a cocker spaniel and a poodle.|2
This hill overlooks the city.|1
This coupon can only be redeemed in-store.|1
I don't like the idea much.|1
This fish is not fit to eat.|1
This film was surprisingly interesting.|1
This film is a cult classic.|1
This case also applies to other cases.|1
This English course requires a lot of effort.|1
This mountain is covered with snow all year round.|2
This post is worth a bump!|1
That swimsuit looks really good on you.|1
This moment will be recorded in history.|1
That article was written in English.|1
This apple is really sweet.|1
This apple is bad.|1
This doll costs only sixty cents.|1
This Pokemon card is very valuable.|1
This plant is edible.|1
These pancakes are delicious.|1
These pancakes taste good.|1
This summer is terribly hot.|1
This summer is awfully hot.|1
This summer is cooler than usual.|1
This sentence will have to be deleted.|1
Please delete this sentence.|1
This enormous longhorn beetle is found around mango and fig trees.|2
This is the third time that I've seen this movie.|2
Don't cut this tree down.|1
Don't cut down this tree.|1
This milk actually tastes like milk.|1
This milk has a peculiar smell.|1
This practice is not recommended.|1
This medicine has no side effects.|1
This medicine does not have side effects.|1
These masks were made in a cleanroom.|1
Those men are Canadians.|1
This food is past its expiration date.|1
The same people who falsely accuse immigrants of spreading disease are arguing for their own inalienable right to spread disease.|2
This cuisine is seasoned to evoke the esprit of Paris.|2
This box will serve as a chair.|1
This box contains apples.|1
This cat is wet.|1
This jacket's got buttons.|1
This jacket has buttons.|1
This kind of wood is tough to saw through.|2
These houses are beautiful.|1
This handbag is very expensive.|1
These good times won't last long.|1
This guitar originally belonged to Tom.|1
This fork is made of pure silver.|1
This fruit looks like an orange and tastes like a pineapple.|2
This fruit smells nasty.|1
Those women are Canadians.|1
This question is easy to answer.|1
This is a complicated question to answer.|1
This liquor has a taste all of its own.|2
These fish smell bad.|1
This TV show is not as good as it used to be.|2
This family gave me a warm welcome.|1
That factory manufactures toys.|1
That isn't for you to decide.|1
This decision saved Tom's life.|1
All these eggs aren't fresh.|1
All these eggs are not fresh.|1
These oaks are over a hundred years old.|1
This transparent liquid contains a kind of poison.|1
These books are expensive.|1
Those are my sister's books.|1
This bridge is built of stone.|1
These letters, in the main, are from my mother.|2
This bowling ball is too heavy for me.|1
Those pictures were painted by him.|1
These beams will not carry the weight of the roof.|2
This task is the icing on my cake.|1
This medicine will do you good!|1
This watch is twice as expensive as that one.|2
This job pays very well.|1
That job paid well.|1
These oranges are very sour.|1
I like this answer.|1
That old bridge is anything but safe.|1
Switzerland hardened its immigration policy.|1
The pigs aren't in the pen.|1
The pigs are not in the pen.|1
The weakest are the measuring stick of justice.|1
The students were all looking forward to the summer vacation.|2
Students have access to these computers.|1
The shoes I'm wearing don't fit very well.|1
The beautiful French language is lost.|1
Platypuses live in the east of Austria.|1
The locks have been changed.|1
The bedrooms are upstairs and the living room is downstairs.|2
The actress is learning her part.|1
This box is empty. It has nothing in it.|2
The satellite dish no longer works.|1
Anyway the event has already passed, there is no point in mentioning it again.|2
