sentence|category
Du musst dein Mikrophon einschalten.|1
Du musst deinen Mantel mitnehmen, falls es kalt werden sollte.|2
Du musst das lesen.|1
Du musst darüber nachdenken.|1
Du musst darüber hinwegkommen.|1
Du magst nicht recht haben.|1
Du magst keine Schokolade, oder?|1
Du magst es nicht glauben, aber das Mädchen ist zwei Jahre alt.|2
Du machst einen furchtbaren Fehler.|1
Du liebst dieses Auto, oder?|1
Du lebst wahrlich in deiner eigenen kleinen Welt.|1
Du könntest wenigstens danke“ sagen.|1
Du konntest mit zwei Jahren bis zehn zählen.|1
Du könntest das tun.|1
Du kennst mich nicht, und ich kenne dich auch nicht.|2
Du kennst Dich wirklich aus, Tom.|1
Du kannst von Glück sagen!|1
Du kannst über dieses Zimmer frei verfügen.|1
Du kannst ruhig Deutsch sprechen, wenn du magst.|1
Du kannst nicht so tun, als wäre es nicht geschehen.|2
Du kannst nicht mehr zurücknehmen, was du einmal gesagt hast.|2
Du kannst nicht erwarten, dass Tom sich ändert.|1
Du kannst nicht einfach so verschwinden!|1
Du kannst nicht einfach so in mein Leben eindringen und mir vorschreiben, was ich zu tun habe.|2
Du kannst mit mir kommen.|1
Du kannst mich nicht zu etwas zwingen, das ich nicht tun will.|2
Du kannst mich durch nichts davon abhalten.|1
Du kannst meinen Schreibtisch benutzen, wenn du willst.|1
Du kannst jetzt reinkommen.|1
Du kannst in diesem Laden stundenweise ein Fahrrad mieten.|2
Du kannst ihn nicht mit Tom vergleichen.|1
Du kannst gerne wieder zurück nach Boston ziehen.|1
Du kannst gerne jederzeit zu Besuch kommen.|1
Du kannst gerne bleiben.|1
Du kannst genauso gut jetzt gleich anfangen.|1
Du kannst frei sagen, was du denkst.|1
Du kannst es nicht allen recht machen.|1
Du kannst diese Theorie nicht auf diesen Fall anwenden.|2
Du kannst dich auf sie verlassen.|1
Du kannst das Radio jetzt ausschalten.|1
Du kannst das Radio jetzt ausschalten.|1
Du kannst das auch, wenn du es nur versuchst.|2
Du kannst darauf vertrauen.|1
Du irrst! Tom spielt nicht Saxophon, sondern Klarinette.|1
Du irrst! Tom spielt nicht Saxophon, sondern Klarinette.|1
Du hörst nicht zu.|1
Du hörst dich wie mein Ex an.|1
Du hörst dich wie meine Ex an.|1
Du hörst dich genauso an wie er.|1
Du hättest Toms Gesichtsausdruck sehen sollen, als er es erfuhr!|2
Du hättest sie um Hilfe bitten sollen.|1
Du hättest niemals hierherkommen sollen.|1
Du hättest nicht so zeitig kommen brauchen.|1
Du hättest nicht so gemein zu Tom sein sollen.|2
Du hättest nicht so früh kommen müssen.|1
Du hättest nicht mit dem Taxi zu fahren brauchen.|2
Du hättest mit leichteren Fragen anfangen sollen.|1
Du hättest mir die Wahrheit sagen sollen.|1
Du hättest mich gestern Abend anrufen sollen.|1
Du hättest im Unterricht besser aufpassen sollen.|1
Du hättest im Physikunterricht aufpassen sollen.|1
Du hättest hier sein sollen.|1
Du hättest gestern kommen sollen!|1
Du hättest es aufschreiben sollen.|1
Du hättest die Rechnung nicht zahlen sollen.|1
Du hättest den Kleiderstoff besser selber angesehen.|1
Du hättest deinen Mann nie verlassen sollen.|1
Du hättest das Rennen gewinnen können, wenn du nur ein kleines bisschen schneller gelaufen wärest.|2
Du hättest das Bild sehen sollen.|1
Du hättest auf ihre Warnung hören sollen.|1
Du hattest anscheinend recht.|1
Du hast wohl einen anstrengenden Tag hinter dir.|1
Du hast weise gewählt.|1
Du hast viel zu verlieren.|1
Du hast versucht, ruhig zu bleiben.|1
Du hast versucht, ruhig zu bleiben.|1
Du hast vermutlich nicht so viel Zeit wie ich.|2
Du hast vergessen, Tom für das Geschenk zu danken. Stimmt's?|2
Du hast Tom noch immer nicht gefunden, oder?|1
Du hast so weiche Haut!|1
Du hast so ein schönes Lächeln!|1
Du hast Sinn für Humor.|1
Du hast sie gefunden.|1
Du hast sechs ungelesene Nachrichten.|1
Du hast schöne braune Augen.|1
Du hast schon den ganzen Morgen gute Laune.|1
Du hast noch nichts gesehen.|1
Du hast nicht genug Erfahrung.|1
Du hast mir nie vertraut.|1
Du hast mir nicht gesagt, dass Tom Französisch spricht.|2
Du hast mir nicht alles gesagt.|1
Du hast mir die Haut gerettet.|1
Du hast Milch getrunken.|1
Du hast mich gerettet.|1
Du hast mich gefragt.|1
Du hast mich gefragt.|1
Du hast kein Recht, etwas Schlechtes zu machen, nur weil jemand anderes etwas Schlechtes gemacht hat.|2
Du hast keine Chance.|1
Du hast ihr Herz gewonnen.|1
Du hast ihr das Herz gebrochen.|1
Du hast Hummeln im Hintern.|1
Du hast Glück gehabt, dass du dir nur den Arm gebrochen hast.|2
Du hast gesagt, du wärest bis halb drei hier.|2
Du hast gerade einen großen Fehler gemacht.|1
Du hast es möglich gemacht.|1
Du hast es bestimmt schon vergessen.|1
Du hast einen Platten.|1
Du hast einen Kaffeefleck auf der Krawatte.|1
Du hast einen Kaffeefleck auf der Krawatte.|1
Du hast einen guten Plan.|1
Du hast eine Alternative.|1
Du hast drei Kinder.|1
Du hast drei Kinder.|1
Du hast drei Kinder.|1
Du hast drei Kinder.|1
Du hast dir viel Zeit beim Mittagessen gelassen.|1
Du hast die Prüfung bestanden.|1
Du hast dich nicht verirrt.|1
Du hast dich den ganzen Tag kaum bewegt.|1
Du hast den Überblick verloren, nicht?|1
Du hast den Motor absaufen lassen.|1
Du hast den Kuchen noch nicht gegessen.|1
Du hast den Borschtsch wieder versalzen.|1
Du hast den Bezug zur Realität verloren.|1
Du hast dein Wechselgeld vergessen!|1
Du hast deine Ansichten, denke ich, klar gemacht.|1
Du hast das Treffen verpasst.|1
Du hast das Licht brennen lassen.|1
Du hast auf dem Regal da zu viele Bücher stehen.|2
Du hast alles verkompliziert.|1
Du hast aber ein schönes Profilbild, Sami!|1
Du hältst es doch, nicht wahr?|1
Du glaubst mir also doch.|1
Du glaubst die Geschichte doch wohl nicht etwa?|1
Du gehst sonntags nicht zur Schule, richtig?|1
Du gehst besser nicht nach Einbruch der Dunkelheit.|1
Du fügst kurze Beispielsätze hinzu.|1
Du feierst zu ausgiebig.|1
Du fehlst uns, alter Freund.|1
Du fängst mich nie!|1
Du denkst, dass ich lüge, nicht wahr?|1
Du darfst nicht reinkommen.|1
Du darfst hier nicht parken.|1
Du darfst gerne nein sagen.|1
Du darfst erst gehen, wenn wir dir sagen, dass du gehen darfst.|2
Du darfst das gern tun, wenn du möchtest.|1
Du brauchst vor niemandem Angst haben.|1
Du brauchst nicht so hart zu arbeiten.|1
Du brauchst nicht extra aufzustehen.|1
Du brauchst mehr Spielzeug.|1
Du brauchst dich vor niemandem zu fürchten.|1
Du brauchst darüber nicht zu sprechen, wenn du nicht willst.|2
Du bist zu jung für diesen Film.|1
Du bist wohl nicht von hier.|1
Du bist unsere letzte Hoffnung.|1
Du bist Tschechin, stimmt’s?|1
Du bist Tscheche, stimmt’s?|1
Du bist so ein Mamasöhnchen!|1
Du bist so ein Feigling!|1
Du bist sehr faul.|1
Du bist sehr aufmerksam.|1
Du bist Professor, oder?|1
Du bist ohne Zweifel die Mannschaftsbeste.|1
Du bist ohne Zweifel die Mannschaftsbeste.|1
Du bist ohne Zweifel der Mannschaftsbeste.|1
Du bist ohne Zweifel der Mannschaftsbeste.|1
Du bist nur ein gewöhnlicher Sterblicher, der eines Tages sterben muss und hier nicht mehr verweilen kann.|2
Du bist noch Student, nicht wahr?|1
Du bist nicht vergebens gestorben.|1
Du bist nicht so arm wie ich.|1
Du bist nicht so arm wie ich.|1
Du bist nicht so arm wie ich.|1
Du bist nicht so arm wie ich.|1
Du bist nicht mein Sohn.|1
Du bist nicht mein Ehemann!|1
Du bist nicht in Gefahr.|1
Du bist nicht glücklich, oder?|1
Du bist mit deinem Scherz zu weit gegangen.|1
Du bist mir im Weg!|1
Du bist meine Partnerin.|1
Du bist meine Freundin.|1
Du bist kein Pinguin.|1
Du bist kein Morgenmensch, wie ich sehe.|1
Du bist kein Morgenmensch, sehe ich.|1
Du bist kein Morgenmensch, das ist mir schon klar.|2
Du bist kein Monster.|1
Du bist kein Monster.|1
Du bist jung; du kannst nicht in Rente gehen.|2
Du bist in letzter Zeit nicht du selbst. Stimmt etwas nicht?|2
Du bist in Europa!|1
Du bist in dieses Mädchen verliebt!“ – Nein, das bin ich nicht!“|2
Du bist immer beschäftigt.|1
Du bist immer am Schlafen.|1
Du bist im falschen Zug.|1
Du bist heil und gesund. Das ist die Hauptsache.|2
Du bist ganz schön verlogen.|1
Du bist fünf Jahre alt.|1
Du bist fünf Jahre alt.|1
Du bist ein übermäßig optimistisches Mädchen.|1
Du bist ein toller Mensch!|1
Du bist ein Schüler.|1
Du bist ein Sänger.|1
Du bist ein nutzloser Mann.|1
Du bist ein musikalisches Genie.|1
Du bist ein guter Mensch.|1
Du bist ein ganz schönes Stück älter als Tom.|2
Du bist ein Feigling.|1
Du bist einer der wenigen, die wissen, wo Tom ist.|2
Du bist eine gemeine Person.|1
Du bist eine der wenigen, die wissen, wo Tom ist.|2
Du bist echt ein kleiner Schlingel!|1
Du bist dran mit singen.|1
Du bist doch mit Tom befreundet, oder?“ – Jo.“ – Wie ist denn der so?“|2
Du bist doch ein Trottel!|1
Du bist die Welt für mich.|1
Du bist die einzige, bei der ich mich nicht zu verstellen brauche.|2
Du bist die einzige, bei der ich einfach so sein kann, wie ich bin.|2
Du bist der einzige, bei dem ich mich nicht zu verstellen brauche.|2
Du bist der einzige, bei dem ich einfach so sein kann, wie ich bin.|2
Du bist das einzige, was ich brauche.|1
Du bist das beste Eichhörnchen auf der ganzen Welt!|2
Du bist auch kein Heiliger.|1
Du bist auch keine Heilige.|1
Du bist auch eine schöne Blondine.|1
Du bist an mir vorbeigelaufen, ohne mich zu bemerken.|2
Du bist am größten.|1
Du bist alt genug, um für dich selbst zu sorgen.|2
Du bist als Ehemann nicht zu gebrauchen.|1
Du bist acht Zentimeter größer als ich.|1
Du beschuldigst mich zu Unrecht.|1
Du beschließt, noch eine Stunde zu bleiben.|1
Du benimmst dich wie ein Kind.|1
Du akzeptierst mich, wie ich bin.|1
Drück mir die Daumen.|1
Drücken Sie meine Finger fest zusammen.|1
Drück dich genauer aus!|1
Dr. Seuss hatte gar keinen Doktortitel.|1
Drogen kosten Geld. Schräg sein kann man umsonst.|1
Dr. Jansen ist sehr geduldig.|1
Dr. Jansen hat viel Geduld.|1
Dresden war als das Florenz an der Elbe bekannt.|2
Dreizehn Amerikaner kamen ums Leben.|1
Drei Monate später heirateten sie.|1
Drei mal drei gibt neun.|1
Drei Löwen sind aus dem Zoo entkommen.|1
Drei Jungen kletterten affengleich auf die Bäume.|1
Drehst du gerade durch?|1
Dreh dich bitte um und sieh mich an.|1
Draußen war es bitterkalt.|1
Draußen tobt ein fürchterlicher Sturm.|1
Draußen stehen die Leute Schlange.|1
Draußen stehen die Leute Schlange.|1
Draußen schüttet es wie aus Kübeln.|1
Dort werde ich sein.|1
Dort waren wenig Menschen.|1
Dort waren wenig Menschen.|1
Dort waren nur wenige Menschen.|1
Dorthin gelangt man nur über den Seeweg.|1
Dorthin gelangt man nur über den Seeweg.|1
Dort hat Tom gewohnt.|1
Dinosaurier regierten die Erde.|1
Dinosaurier beherrschten die Erde.|1
Die Zwillinge lassen sich nicht auseinanderhalten.|1
Die Zwillinge ähneln einander.|1
Die Zwiebeln keimen schon.|1
Die zwei Damen lächelten einander an.|1
Die Zunge ist die Hebamme allen Unheils.|1
Die Zukunft der Menschheit liegt in deinen Händen.|1
Die Züge fahren nachts seltener.|1
Die Züge fahren nachts seltener.|1
Die Zeremonie war sehr beeindruckend.|1
Die Zeit wird zeigen, ob Tom recht hatte.|1
Die Zeit vergeht wie im Fluge, wenn man Spaß hat.|2
Die Zeitung hat seinen Artikel noch nicht veröffentlicht.|1
Die Zeitbombe explodierte mit einem lauten Geräusch.|1
Die Zahnfee hat mir für meinen Zahn zwei Taler dagelassen. Davon kaufe ich mir Süßigkeiten.|2
Die Zähne jenes Fisches sind scharf wie Rasierklingen.|1
Die wollten sie umbringen.|1
Die Wollhaarmammuts wandelten einst auf Erden.|1
Die Wohnungen wurden von der Stadt gebaut.|1
Die Wissenschaftler sammelten Daten.|1
Die Wissenschaftler haben noch kein Heilmittel gegen Krebs gefunden.|2
Die Wirkung der Medizin nahm allmählich ab.|1
Die Weltwirtschaft ist jetzt in einer Rezession.|1
Die Welt ist voll von Menschen, die Wasser predigen und Wein trinken.|2
Die Weisheit ist nur in der Wahrheit.|1
Dieweil sie sich auf Französisch unterhielten, verstand ich nicht ein Wort.|2
Die waren zusammen Schlittschuh laufen.|1
Die Wände sind dünn, und die Betten quietschen.|1
Die Wahrheit wird letztlich ans Licht kommen.|1
Die Wahrheit kam schließlich bei seinem Prozess heraus.|1
Die wahren Helden sind wir.|1
Die voreingestellte Farbe des Arbeitsplatzhintergrundes ist blau.|1
Die Unterweisungen meines Lehrers bringen die Sache immer auf den Punkt.|2
Die Unterhaltung begann mit einem freundlichen Wortgeplänkel, endete dann aber mit blauen Flecken.|2
Die Universität von Peking ist eine der berühmtesten Universitäten Chinas.|2
Die Universität von Peking ist eine der berühmtesten Universitäten Chinas.|2
Die Universität vergab im letzten Jahr an fünfhundert Studenten den Abschluss.|2
Die Universitätsverwaltung senkte die Studiengebühren.|1
Die Universität hat eine Mensa.|1
Die ungarische Schachspielerin Judit Polgár gilt als die spielstärkste Frau der Schachgeschichte. Auch ihre beiden Schwestern Zsófia und Zsuzsa sind sehr starke Spielerinnen.|3
Die Uhr ist in der Schweiz hergestellt.|1
Die Uhr geht nach.|1
Die Uhr an der Wand geht nicht mehr.|1
Die Übersetzung des Titels ins Französische ist lächerlich.|1
Die Überschwemmung war die schlimmste Katastrophe, die sie je erlebt hatten.|2
Die Überlebenden gingen in Gefangenschaft.|1
Die Typen dort drüben verkaufen Schuhe.|1
Die Tür wird offen sein.|1
Die Tür will nicht aufgehen.|1
Die Tür war nicht ganz geschlossen.|1
Die Tür schließt automatisch.|1
Die Tür ist schon aufgeschlossen.|1
Die Tür ging langsam zu.|1
Die Tür geht nach innen auf.|1
Die Türen öffnen sich automatisch.|1
Die TU hat viele verschiedene Disziplinen und Forschungsgebiete.|1
Die Tuareg haben große Achtung vor Kamelen.|1
Die Touristen fuhren an blühenden Obstbäumen vorbei.|1
Die Totenstarre ist schon eingetreten.|1
Die Toiletten sind links.|1
Die Tochter ist vor sieben Jahren verschwunden.|1
Die Tochter ist vor sieben Jahren verschwunden.|1
Die Tochter ist vor sieben Jahren verschwunden.|1
Die Tochter brach in Tränen aus.|1
Die Tiere sind gut versorgt.|1
Die tibetanischen Teppichknüpfer wenden traditionelle Muster und Knüpftechniken an. Darum sehen ihre Teppiche einfach und natürlich aus.|2
Die Terroristen schworen dem Land Rache.|1
Die Teilnahme ist zwingend erforderlich.|1
Die Teekanne ist zerbrochen.|1
Die tatsächliche Anzahl liegt ungefähr beim Doppelten davon.|1
Die Tasse war leer.|1
Die Tasse ist schwarz und weiß.|1
Die Taschentücher liegen in der Schublade.|1
Die Tage werden schon wieder kürzer.|1
Die Tage werden schon wieder kürzer.|1
Dies war wahrlich eine große Freudenbotschaft.|1
Dies waren die schönsten Jahre meines Lebens.|1
Die Süßigkeiten verkaufen sich gut.|1
Die Sushis in diesem Laden sind gut.|1
Die Suppe ist noch heiß.|1
Die Suppe ist heiß.|1
Die Suchmaschine Yandex unterstützt nun auch Tatarisch.|1
Die Studie zeigte klar, dass Rauchen unsere Gesundheit ruiniert.|2
Die streunende Katze fraß Tom aus der Hand.|1
Die Straßenkriminalität nimmt zu.|1
Die Straße ist noch immer nass.|1
Die Straße des Exzesses führt zum Palast der Weisheit.|2
Die Straße befindet sich im Bau.|1
Die Strahlen der Morgensonne entfachen das Feuer meiner Seele.|2
Die Sterne inspirieren mich.|1
Die Stadt verfügt über ein umfassendes Straßenbahnnetz.|1
Die Stadt verfügt über ein gut ausgebautes Straßenbahnnetz.|1
Die Stadt mauserte sich zu einem Wirtschaftszentrum.|1
Die Stadt ist ganz in der Nähe. Man kommt mit dem Fahrrad dorthin.|2
Die Stadt hat sich seit damals sehr verändert.|1
Die Stadt hat ein umfassendes Straßenbahnnetz.|1
Die Stadt hat ein gut ausgebautes Straßenbahnnetz.|1
Die Staatskassen sind leer.|1
Dies sind die Regeln.|1
Die Sprache, die ich lerne, gefällt mir sehr.|1
Die Spieler müssen der Reihe nach würfeln.|1
Die Sonne wurde von dichten Wolken bedeckt.|1
Die Sonne scheint sehr hell.|1
Die Sonne scheint sehr hell.|1
Die Sonne scheint hell.|1
Die Sonne ist ein Stern.|1
Die Sonne ist ein Fellding. Wusstest du das?|1
Die Sonne – in der Tat unser ganzes Sonnensystem – kreist um das Zentrum der Milchstraßengalaxie.|2
Die Sonne hat ihre Haut gebräunt.|1
Die Sonne geht jeden Tag auf.|1
Die Sonne geht im Osten auf.|1
Die Sonde ist mit einem Mikrophon ausgestattet.|1
Die Soldaten waren tapfer.|1
Die Soldaten waren schmutzig und stanken.|1
Die Soldaten marschierten und ihre Schwerter blitzten.|1
Dies?“ – Nein, das!“|1
Diesmal sind Sie zu weit gegangen!|1
Diesmal seid ihr zu weit gegangen!|1
Dies könnte unsere letzte Reise sein.|1
Dies kann nicht brennen.|1
Die Sitzung erwies sich am Ende als vergeblich und unproduktiv.|2
Die Sitzung endete vor einer halben Stunde.|1
Dies ist ein sehr altes Spiel, dessen Graphik ganz schön in die Jahre gekommen ist.|2
Dies ist eine Zeit im Jahr, wenn Menschen mit Familie und Freunden zusammenkommen, um Passah zu begehen und Ostern zu feiern.|3
Dies ist eine sehr große Stadt.|1
Dies ist eine Million Yen wert.|1
Dies ist eine für die Zukunft unseres Landes wesentliche Entscheidung.|2
Dies ist der Kaffee.|1
Dies ist das Ergebnis ernsthafter und zielstrebiger Arbeit.|1
Dies ist das Büro, in dem er arbeitet.|1
Die sind beide in denselben Kerl verliebt.|1
Die Sieger des Eurovisionswettbewerbs sangen in ihrer Muttersprache.|1
Diese Zahnbürste ist zu weich.|1
Diese Worte sind bloß diplomatische Nettigkeiten.|1
Diese Weintrauben sind zum Essen zu sauer.|1
Diese Weintrauben schmecken nicht.|1
Diese Uhr ist teuer.|1
Diese Tür kann nur von innen aufgeschlossen werden.|1
Diese Tür kann nur von innen aufgeschlossen werden.|1
Diese Tür kann man nur von innen aufschließen.|1
Diese Tür kann man nur von innen aufschließen.|1
Diese Trauben sehen süß aus, sind in Wirklichkeit aber sauer.|2
Diese Tour beinhaltet jede der fünf Hauptinseln.|1
Dieses Zeug ist giftig.|1
Dieses Wort ist doppeldeutig.|1
Dieses Wort hat zwei Bedeutungen.|1
Dieses Wörterbuch, dessen dritter Band fehlt, hat mich hundert Dollar gekostet.|2
Dieses Wasser ist zum Trinken nicht geeignet.|1
Diese Suppe schmeckt nach Knoblauch.|1
Diese Suppe schmeckt gut.|1
Diese Studenten sind schnell von Begriff.|1
Diese Straße wird dich zum Flughafen führen.|1
Diese Straße führt zum Flughafen.|1
Diese Straße führt in die Stadt.|1
Dieses Tor braucht einen Anstrich.|1
Diese Stifte haben die gleiche Farbe.|1
Dieses Thema ist zu privat, um es mit einem flüchtigen Bekannten zu diskutieren.|2
Dieses Semester ließ ich zwei Studenten wegen Plagiats durchfallen.|2
Dieses Schloss ist sehr alt.|1
Dieses Satzes vorvorvorletztes Wort ist vorvorvorletztes“.|1
Dieses Radio ist defekt.|1
Dieses Puzzle hat fünfhundert Teile.|1
Dieses Produkt ist bereits ausverkauft.|1
Dieses Problem zu lösen ist schwierig.|1
Dieses Problem ist wirklich kompliziert.|1
Dieses Problem ist wirklich kompliziert.|1
Dieses Problem bringt mich um den Schlaf.|1
Dieses Papier ist rau.|1
Diese Software ist nicht nützlich; lösche es.|1
Dieses Musikstück lässt sich schwer vom Blatt spielen.|1
Dieses Messer schneidet nicht gut.|1
Dieses Mal ist es nicht anders.|1
Dieses Mahl reicht für drei.|1
Dieses Lied ist in G-Dur.|1
Dieses Kätzchen möchte schlafen.|1
Dieses Jahr wird noch härter als das vorige.|1
Dieses Jahr wird noch härter als das vorangegangene.|1
Diese Sitzplätze sind für alte und kranke Leute reserviert.|2
Diese Sitte ist den Japanern ziemlich fremd.|1
Dieses hölzerne Möbelstück ist zu sperrig.|1
Dieses Haus ist zu klein, um drin zu wohnen.|2
Dieses Haus ist wunderschön.|1
Dieses Haus ist nicht besonders groß.|1
Dieses Handy verwendet neueste Technologie.|1
Dieses Geschäft öffnet um acht.|1
Dieses Geld soll dir nur helfen, über die Runden zu kommen.|2
Dieses Gebiet leidet unter Wassermangel.|1
Dieses Gebäude ist riesig.|1
Dieses Gebäude ist fast fertig.|1
Dieses Gebäude hat ein grünes Dach.|1
Dieses Fenster geht nicht zu.|1
Dieses Fenster geht nicht zu.|1
Dieses Fahrrad war sehr teuer.|1
Dieses Fahrrad schenke ich dir zum Geburtstag.|1
Dieses Fahrrad ist seit Beginn des Monats hier zurückgelassen worden.|2
Dieses Essen riecht verdorben.|1
Dieses Essen reicht für drei Personen.|1
Diese Sendung läuft jede zweite Woche.|1
Diese seltene Gehirnfresseramöbe dringt über die Nase ins Gehirn vor und beginnt, es zu fressen.|2
Diese seltene Briefmarke ist schwer zu bekommen.|1
Diese Seite wurde absichtlich leer gelassen.|1
Dieses Eis wird bald aufbrechen.|1
Dieses Eis solltest du unbedingt mal probieren.|1
Dieses Ei riecht schlecht.|1
Diese Schriftstellerin ist Kanadierin.|1
Diese Schildkröte ist sehr alt.|1
Dieses Buch verkauft sich gut.|1
Dieses Buch ist unverkäuflich.|1
Dieses Buch ist nicht so interessant wie das.|1
Dieses Buch ist das ihre.|1
Dieses Buch hat viele schöne Bilder.|1
Dieses Buch hat vielen beim Abnehmen geholfen.|1
Dieses Buch hätte ich gern gelesen.|1
Dieses Buch handelt von Tatsachen.|1
Dieses Buch gehört mir, nicht Tom.|1
Dieses Buch gehört ihr.|1
Dieses blaue Kleid steht dir sehr gut.|1
Dieses blaue Ding ist nicht gelb.|1
Dieses Bild sticht durch seine sich beißenden Farben hervor.|2
Dieses Bild ist wirklich sehr schön.|1
Dieses Bett ist sehr weich.|1
Dieses Auto fährt mit Gas.|1
Dieses Angebot gilt nur kurze Zeit.|1
Diese Sachen passen mir nicht.|1
Dieser Zug hält hier nicht.|1
Dieser Zug hält bei uns nicht.|1
Dieser Zug hält bei uns nicht.|1
Dieser Zug fährt nach Tōkyō.|1
Dieser Wein ist sehr teuer.|1
Dieser Urlaub macht keinen Spaß. Wir könnten ebenso gut wieder nach Hause fahren.|2
Dieser Tisch hat eine glatte Oberfläche.|1
Dieser Teufelskreis muss gebrochen werden.|1
Dieser Tee hat einen angenehmen Geschmack.|1
Dieser Tee hat einen angenehmen Geschmack.|1
Dieser Tee hat einen angenehmen Geschmack.|1
Dieser Stuhl ist sehr bequem.|1
Dieser Stoff hat die besondere Eigenschaft, für die Dummen und Unfähigen unsichtbar zu sein.|2
Dieser Staubsauger taugt nichts.|1
Dieser Schriftsteller war mehrere Jahre bei den Truppen im Feld.|2
Dieser Schriftsteller ist Kanadier.|1
Dieser Schlafanzug ist geschlechtsneutral.|1
Dieser Schäler lässt sich leicht halten und schneidet gut.|2
Dieser Satz wird nie übersetzt.|1
Dieser Satz wird gelöscht werden müssen.|1
Dieser Satz verstößt gegen die Regeln der Grammatik.|1
Dieser Satz ist ungrammatisch.|1
Dieser Satz ist sehr interessant.|1
Dieser Satz ist noch nicht übersetzt worden.|1
Dieser Satz ist nicht nach Toki Pona übersetzbar, denn ein Höhlenmensch hätte keine Ahnung, was er bedeutet.|2
Dieser Satz ist auf Deutsch geschrieben.|1
Dieser Satz hat einen Reim. So gelingt’s mir oft sehr fein.|2
Dieser Satz existiert noch nicht auf tatoeba.org.|1
Dieser Satz darf nicht übersetzt werden.|1
Dieser Saft ist sauer.|1
Dieser Sack ist zu schwer.|1
Dieser Roman ist recht interessant.|1
Dieser Politiker hat jahrelang mit Drogen gehandelt.|1
Dieser Plan verdient es, ausprobiert zu werden.|1
Dieser Plan sollte durchgeführt werden.|1
Dieser Patient kann jeden Moment sterben.|1
Dieser Müll stinkt entsetzlich.|1
Dieser Metzger hat das beste Fleisch.|1
Dieser Mann ist Pedro.|1
Dieser Mann ist in Panik.|1
Dieser Lärm ist unerträglich.|1
Dieser Laden ist außerordentlich teuer.|1
Dieser Kuss war wunderbar.|1
Dieser kleine Mann hier ist Tom.|1
Dieser kleine Mann hier ist Tom.|1
Dieser Kartoffelsalat enthält Öl und Mayonnaise.|1
Dieser Junge ist mein Bruder.|1
Dieser Junge hat keine Angst gezeigt.|1
Diese riesige Anzahl kurzer Sätze ist von geringem Nutzen.|2
Dieser Hund ist ein Cockerspaniel-Pudel-Mischling.|1
Dieser Hügel überblickt die Stadt.|1
Dieser Gitschein kann nur im Laden eingelöst werden.|1
Dieser Gedanke gefällt mir nicht.|1
Dieser Fisch ist ungenießbar.|1
Dieser Film war überraschend interessant.|1
Dieser Film ist ein Kultklassiker.|1
Dieser Fall lässt sich auch auf andere Fälle übertragen.|2
Dieser Englischkurs erfordert viel Aufwand.|1
Dieser Berg ist das ganze Jahr über von Schnee bedeckt.|2
Dieser Beitrag muss mal wieder nach oben geholt werden!|2
Dieser Badeanzug steht dir wirklich gut.|1
Dieser Augenblick wird in die Geschichte eingehen.|1
Dieser Artikel wurde auf Englisch verfasst.|1
Dieser Apfel ist sehr süß.|1
Dieser Apfel ist schlecht.|1
Diese Puppe kostet nur sechzig Cent.|1
Diese Pokémon-Karte ist sehr wertvoll.|1
Diese Pflanze ist essbar.|1
Diese Pfannkuchen sind köstlich.|1
Diese Pfannkuchen schmecken gut.|1
Diesen Sommer ist es schrecklich heiß.|1
Diesen Sommer ist es schrecklich heiß.|1
Diesen Sommer ist es kühler als sonst.|1
Diesen Satz wird man löschen müssen.|1
Diesen Satz bitte löschen!|1
Diesen riesigen Bockkäfer findet man in der Umgebung von Mango- und Feigenbäumen.|2
Diesen Film habe ich jetzt schon drei Mal gesehen.|2
Diesen Baum nicht fällen!|1
Diesen Baum nicht fällen!|1
Diese Milch schmeckt wirklich nach Milch.|1
Diese Milch hat einen eigenartigen Geruch.|1
Diese Methode wird nicht empfohlen.|1
Diese Medizin hat keine Nebenwirkungen.|1
Diese Medizin hat keine Nebenwirkungen.|1
Diese Masken wurden in einem Reinraum hergestellt.|1
Diese Männer sind Kanadier.|1
Diese Lebensmittel sind abgelaufen.|1
Dieselben Leute, welche Einwanderer fälschlich der Seuchenausbreitung bezichtigen, pochen auf ihr unabänderliches Recht, diese selbst zu betreiben.|2
Diese Küche ist geeignet, den Geist von Paris zu beschwören.|2
Diese Kiste soll als Sitzgelegenheit dienen.|1
Diese Kiste enthält Äpfel.|1
Diese Katze ist nass.|1
Diese Jacke hat Knöpfe.|1
Diese Jacke hat Knöpfe.|1
Diese Holzart lässt sich schwer durchsägen.|1
Diese Häuser sind schön.|1
Diese Handtasche ist sehr teuer.|1
Diese gute Zeit wird nicht lange währen.|1
Diese Gitarre gehörte ursprünglich Tom.|1
Diese Gabel ist aus reinem Silber.|1
Diese Frucht sieht wie eine Apfelsine aus, schmeckt aber wie eine Ananas.|2
Diese Frucht riecht unangenehm.|1
Diese Frauen sind Kanadierinnen.|1
Diese Frage lässt sich einfach beantworten.|1
Diese Frage ist schwierig zu beantworten.|1
Diese Flüssigkeit hat einen eigenartigen Geschmack.|1
Diese Fische riechen schlecht.|1
Diese Fernsehsendung ist nicht mehr so gut wie früher.|2
Diese Familie hat mich herzlich aufgenommen.|1
Diese Fabrik stellt Spielzeug her.|1
Diese Entscheidung liegt nicht bei dir.|1
Diese Entscheidung hat Tom das Leben gerettet.|1
Diese Eier sind alle nicht frisch.|1
